name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
Liberty Union VFW Post 3761 Baltimore,Baltimore,Ohio,United States,43105,North America,2155 Reynoldsburg Baltimore Rd NW,,public,,
VFW Post 4161 Arcanum,Arcanum,Ohio,United States,45304,North America,311 S Albright St,,public,,
Union Township Veterans Memorial Park Cincinnati,Cincinnati,Ohio,United States,45245,North America,4350 Aicholtz Rd,https://www.utclermont.gov/206/Parks-Recreation,public,,
American Legion Post 283 Pickerington,Pickerington,Ohio,United States,43147,North America,7725 Refugee Rd,https://www.alpost283.org/,public,,
AMVETS Post 1986 Sidney,Sidney,Ohio,United States,45365,North America,,,public,,
Sidney Municipal Airport Display,Sidney,Ohio,United States,45365,North America,,https://www.sidneyoh.com/241/Airport,public,,
Vinton County Airport McArthur,McArthur,Ohio,United States,45651,North America,Airport Road,,public,39.32693,-82.43962
Cambridge Municipal Airport Display,Cambridge,Ohio,United States,43725,North America,,https://cambridgeohioairport.com/,public,,
Harrod Veterans Memorial Park,Harrod,Ohio,United States,45850,North America,,https://www.auglaizetownshiphistoricalsociety.com/our-parks/veteranspark,public,40.7095,-83.92052
AMVETS Post 2256 Circleville,Circleville,Ohio,United States,43113,North America,,,public,,
Union Local High School Belmont,Belmont,Ohio,United States,43718,North America,66779 Belmont Morristown Rd,https://www.ulschools.com/,public,,
Brooklyn City Hall Ohio,Brooklyn,Ohio,United States,44144,North America,7619 Memphis Ave,https://www.brooklynohio.gov/,public,,
Harrison County Airport Cadiz,Cadiz,Ohio,United States,43907,North America,,,public,,
Wood County Regional Airport Bowling Green,Bowling Green,Ohio,United States,43402,North America,1261 E Poe Rd,http://www.woodcountyairport.us/,public,,
Williams Park Gibsonburg,Gibsonburg,Ohio,United States,43431,North America,,https://gibsonburgohio.org/parks-and-recreation/williams-park/,public,,
Alliance High School Ohio,Alliance,Ohio,United States,44601,North America,400 Glamorgan St,,public,,
VFW Post 3334 Jefferson Ohio,Jefferson,Ohio,United States,44047,North America,,,public,,
VFW Post 4953 Rock Creek Ohio,Rock Creek,Ohio,United States,44084,North America,,,public,,
VFW Post 5532 Washingtonville Ohio,Washingtonville,Ohio,United States,44490,North America,,,public,,
VFW Post 5137 Medina Ohio,Medina,Ohio,United States,44256,North America,3916 Pearl Rd,https://medinavfw.org/,public,,
American Legion Post 551 Holmesville Ohio,Holmesville,Ohio,United States,44633,North America,,,public,,
Vietnam Veterans of America Chapter 55 Newark Ohio,Newark,Ohio,United States,43055,North America,,https://vvachapter55newark.wixsite.com/vvachapter55,public,,
Wilmington Airborne Airpark Ohio,Wilmington,Ohio,United States,45177,North America,145 Hunter Dr,,restricted,,
