name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
Indonesian Air Force Central Museum Dirgantara Mandala,Yogyakarta,Daerah Istimewa Yogyakarta,Indonesia,,Asia,"Kompleks Lanud Adisutjipto, Jl. Kolonel Sugiono, Banguntapan, Bantul",https://museumdirgantaramandala.id/,public,-7.7900,110.4156
Satriamandala Armed Forces Museum,Jakarta,DKI Jakarta,Indonesia,12710,Asia,"Jl. Gatot Subroto No. 14, Kuningan Barat, Mampang Prapatan, Jakarta Selatan",https://sejarah-tni.mil.id/,public,-6.2323,106.8148
"Transportation Museum, Taman Mini Indonesia Indah",Jakarta,DKI Jakarta,Indonesia,13820,Asia,"Taman Mini Indonesia Indah, Jl. Raya Taman Mini, Ceger, Cipayung, Jakarta Timur",https://tamanmini.com/,public,-6.3033,106.8963
"Swa Bhuana Paksa Monument, Tebet",Jakarta,DKI Jakarta,Indonesia,,Asia,"Jl. Tebet Barat Raya, opposite Tebet Eco Park, Tebet, Jakarta Selatan",,public,-6.2362,106.8489
Halim Perdanakusuma Air Force Base heritage aircraft,Jakarta,DKI Jakarta,Indonesia,,Asia,"Lanud Halim Perdanakusuma, Jakarta Timur",,restricted,-6.2666,106.8900
Marsekal Suryadarma Aerospace University campus display,Jakarta,DKI Jakarta,Indonesia,,Asia,"Universitas Dirgantara Marsekal Suryadarma, Jl. Protokol Halim Perdanakusuma, Jakarta Timur",https://unsurya.ac.id/,appointment,-6.2649,106.8871
"Amerta Dirgantara Mandala Museum, Suryadarma Air Force Base",Subang,Jawa Barat,Indonesia,,Asia,"Hangar C, Lanud Suryadarma, Kalijati, Kabupaten Subang",,restricted,-6.5333,107.6600
Majalengka Town Park Skyhawk monument,Majalengka,Jawa Barat,Indonesia,,Asia,"Taman Kota Majalengka, Kabupaten Majalengka",,public,-6.8360,108.2280
Tasikmalaya Town Park aircraft monument,Tasikmalaya,Jawa Barat,Indonesia,,Asia,"Taman Kota Tasikmalaya, Kota Tasikmalaya",,public,-7.3274,108.2207
"SA 330 Puma Monument, Simpang Sentul",Bogor,Jawa Barat,Indonesia,,Asia,"Simpang Sentul, Babakan Madang, Kabupaten Bogor",,public,-6.5670,106.8500
Banyumas Town Square MiG-17 monument,Banyumas,Jawa Tengah,Indonesia,,Asia,"Alun-alun Banyumas, Kecamatan Banyumas, Kabupaten Banyumas",,public,-7.5136,109.2930
Cepu Oil and Gas Training Centre Skyhawk monument,Cepu,Jawa Tengah,Indonesia,,Asia,"Pusdiklat Migas, Jl. Sorogo, Cepu, Kabupaten Blora",,restricted,-7.1470,111.5900
Sebelas Maret University aircraft monument,Surakarta,Jawa Tengah,Indonesia,,Asia,"Danau UNS, Universitas Sebelas Maret, Jl. Ir. Sutami 36A, Kentingan, Surakarta",https://uns.ac.id/,public,-7.5590,110.8560
"A. Sulaksono Aerospace Museum, Abdulrachman Saleh Air Force Base",Malang,Jawa Timur,Indonesia,,Asia,"Lanud Abdulrachman Saleh, Pakis, Kabupaten Malang",,restricted,-7.9265,112.7145
"Soekarno-Hatta MiG-17 Monument, Malang",Malang,Jawa Timur,Indonesia,,Asia,"Persimpangan Jalan Soekarno-Hatta, Lowokwaru, Kota Malang",,public,-7.9430,112.6180
Bondas City Forest Park MiG-17 monument,Batu,Jawa Timur,Indonesia,,Asia,"Taman Hutan Kota Bondas, Jl. Sultan Agung, Kota Batu",,public,-7.8720,112.5280
Museum Angkut,Batu,Jawa Timur,Indonesia,,Asia,"Jl. Terusan Sultan Agung No. 2, Ngaglik, Kota Batu",https://museumangkut.com/,public,-7.8790,112.5230
PETA Museum Sabre monument,Blitar,Jawa Timur,Indonesia,,Asia,"Museum PETA, Jl. Sodanco Supriyadi, Kota Blitar",,public,-8.0940,112.1620
Trunojoyo Airfield Bronco monument,Sumenep,Jawa Timur,Indonesia,,Asia,"Lapangan Terbang Trunojoyo, Kabupaten Sumenep, Madura",,public,-7.0245,113.8900
Jombang aircraft monuments,Jombang,Jawa Timur,Indonesia,,Asia,"Jalan raya Jombang-Surabaya near the Jombang bus terminal, Kabupaten Jombang",,public,-7.5460,112.2330
Lamongan Town Square Nomad monument,Lamongan,Jawa Timur,Indonesia,,Asia,"Alun-alun Lamongan, Kabupaten Lamongan",,public,-7.1180,112.4160
Probolinggo Museum Nomad monument,Probolinggo,Jawa Timur,Indonesia,,Asia,"Museum Kota Probolinggo, Jl. Suroyo, Kota Probolinggo",,public,-7.7530,113.2150
Loka Jala Crana Navy Museum,Surabaya,Jawa Timur,Indonesia,,Asia,"Kompleks Akademi TNI Angkatan Laut, Bumimoro, Morokrembangan, Surabaya",,appointment,-7.2200,112.7180
Kobangdikal Nomad monument,Surabaya,Jawa Timur,Indonesia,,Asia,"Komplek Kobangdikal, Jl. Moro Krembangan, Krembangan, Surabaya",,public,-7.2260,112.7150
Taman Prestasi Invader monument,Surabaya,Jawa Timur,Indonesia,,Asia,"Taman Prestasi, Jl. Ketabang Kali, Genteng, Surabaya",,public,-7.2610,112.7460
Juanda Airport Nomad monument,Sidoarjo,Jawa Timur,Indonesia,,Asia,"Near Terminal 2, Juanda International Airport, Sedati, Kabupaten Sidoarjo",,public,-7.3800,112.7860
Sawotratap Ilyushin Il-28 monument,Sidoarjo,Jawa Timur,Indonesia,,Asia,"Sawotratap, Gedangan, Kabupaten Sidoarjo",,public,-7.3670,112.7370
Saygon Waterpark Boeing 737 display,Pasuruan,Jawa Timur,Indonesia,,Asia,"Saygon Waterpark, Purwosari, Kabupaten Pasuruan",,public,-7.7130,112.7150
Telaga Sarangan MiG-17 monument,Magetan,Jawa Timur,Indonesia,,Asia,"Objek wisata Telaga Sarangan, Plaosan, Kabupaten Magetan",,public,-7.6690,111.2000
Maospati aircraft monuments,Magetan,Jawa Timur,Indonesia,,Asia,"Pasar Produk Unggulan Maospati, Maospati, Kabupaten Magetan",,public,-7.5900,111.4450
Iswahjudi Air Force Base gate guards,Magetan,Jawa Timur,Indonesia,,Asia,"Lanud Iswahjudi, Maospati, Kabupaten Magetan",,restricted,-7.6156,111.4344
Madiun Riverbank Park Sabre monument,Madiun,Jawa Timur,Indonesia,,Asia,"Taman Bantaran Kali Madiun, Kota Madiun",,public,-7.6300,111.5230
Mejayan Town Square Tiger II monument,Madiun,Jawa Timur,Indonesia,,Asia,"Alun-alun Mejayan, Caruban, Kabupaten Madiun",,public,-7.5450,111.6440
Dumpil Toll Gate Hawk 209 monument,Madiun,Jawa Timur,Indonesia,,Asia,"Exit Tol Dumpil, Madiun-Surabaya toll road, Kabupaten Madiun",,public,-7.5760,111.5920
Air Force Maintenance Depot 30 Skyhawk monument,Malang,Jawa Timur,Indonesia,,Asia,"Depo Pemeliharaan 30, Lanud Abdulrachman Saleh, Kabupaten Malang",,restricted,-7.9265,112.7145
Selokambang Springs MiG-17 monument,Lumajang,Jawa Timur,Indonesia,,Asia,"Pemandian Selokambang, Sumberwuluh, Kabupaten Lumajang",,public,-8.0900,113.2100
Dander Park Sabre monument,Bojonegoro,Jawa Timur,Indonesia,,Asia,"Wana Wisata Dander, Kabupaten Bojonegoro",,public,-7.2350,111.8600
Indonesian Air Force Academy campus aircraft,Sleman,Daerah Istimewa Yogyakarta,Indonesia,,Asia,"Ksatrian Akademi Angkatan Udara, Lanud Adisutjipto, Kabupaten Sleman",https://aau.ac.id/,restricted,-7.7860,110.4270
Roesmin Nurjadin Air Force Base Aerospace Park,Pekanbaru,Riau,Indonesia,,Asia,"Taman Dirgantara, Lanud Roesmin Nurjadin, Kota Pekanbaru",,restricted,0.4608,101.4442
"Gedung Juang 45 Sabre monument, Pekanbaru",Pekanbaru,Riau,Indonesia,,Asia,"Halaman Gedung Juang 45, Jl. Jenderal Sudirman, Kota Pekanbaru",,public,0.5100,101.4470
Palembang Avon Sabre monument,Palembang,Sumatera Selatan,Indonesia,,Asia,"Kebun Bunga, near Lanud Sri Mulyono Herlambang, Sukarami, Kota Palembang",,public,-2.8983,104.6997
Talang Betutu MiG-19 monument,Palembang,Sumatera Selatan,Indonesia,,Asia,"Talang Betutu, Sukarami, Kota Palembang",,public,-2.9000,104.7000
Sultan Iskandar Muda Air Force Base Skyhawk monument,Aceh Besar,Aceh,Indonesia,,Asia,"Lanud Sultan Iskandar Muda, Blang Bintang, Kabupaten Aceh Besar",,restricted,5.5236,95.4204
Blang Padang Seulawah Dakota monument,Banda Aceh,Aceh,Indonesia,,Asia,"Lapangan Blang Padang, Kota Banda Aceh",,public,5.5480,95.3160
Aneuk Galong junction fighter monument,Aceh Besar,Aceh,Indonesia,,Asia,"Simpang Aneuk Galong, Montasik, Kabupaten Aceh Besar",,public,5.4600,95.4300
Pangeran M. Bun Yamin Air Force Base Skyhawk monument,Lampung Selatan,Lampung,Indonesia,,Asia,"Lanud Pangeran M. Bun Yamin, Branti, Kabupaten Lampung Selatan",,restricted,-5.2410,105.1780
Tulang Bawang Skyhawk monument,Tulang Bawang,Lampung,Indonesia,,Asia,Kabupaten Tulang Bawang,,public,-4.3100,105.5800
H.A.S. Hanandjoeddin Air Force Base Bravo monument,Belitung,Kepulauan Bangka Belitung,Indonesia,,Asia,"Lanud H.A.S. Hanandjoeddin, Tanjung Pandan, Kabupaten Belitung",,restricted,-2.7460,107.7550
Gadut aircraft monument,Agam,Sumatera Barat,Indonesia,,Asia,"Nagari Gadut, Tilatang Kamang, Kabupaten Agam",,public,-0.2800,100.4100
Sengkang Town Park Skyhawk monument,Sengkang,Sulawesi Selatan,Indonesia,,Asia,"Taman Kota Sengkang, Kabupaten Wajo",,public,-4.1400,120.0330
Air Operations Command II headquarters Skyhawk monuments,Makassar,Sulawesi Selatan,Indonesia,,Asia,"Markas Komando Operasi Udara II, Kota Makassar",,restricted,-5.1030,119.4900
Haluoleo Airport Skyhawk monument,Kendari,Sulawesi Tenggara,Indonesia,,Asia,"Taman Bandar Udara Haluoleo, Ranomeeto, Kabupaten Konawe Selatan",,public,-4.0810,122.4180
Air Force Hospital dr. Dody Sardjoto Skyhawk monument,Makassar,Sulawesi Selatan,Indonesia,,Asia,"Rumah Sakit TNI AU dr. Dody Sardjoto, Lanud Sultan Hasanuddin, Kabupaten Maros",,restricted,-5.0700,119.5400
Sultan Hasanuddin Airport Skyhawk monument,Makassar,Sulawesi Selatan,Indonesia,,Asia,"Bandar Udara Internasional Sultan Hasanuddin, Kabupaten Maros",,public,-5.0616,119.5540
Sultan Hasanuddin Air Force Base Skyhawk monument,Makassar,Sulawesi Selatan,Indonesia,,Asia,"Lanud Sultan Hasanuddin, Kabupaten Maros",,restricted,-5.0640,119.5600
Palu air base Skyhawk monument,Palu,Sulawesi Tengah,Indonesia,,Asia,"Pangkalan Udara, Kota Palu",,restricted,-0.9180,119.9100
"Indonesian Navy aircraft monument, Kendari",Kendari,Sulawesi Tenggara,Indonesia,,Asia,Kota Kendari,,public,-3.9720,122.5150
Supadio Air Force Base Aerospace Park,Kubu Raya,Kalimantan Barat,Indonesia,,Asia,"Taman Dirgantara, Lanud Supadio, Sungai Raya, Kabupaten Kubu Raya",,public,-0.1470,109.4000
Landasan Ulin roundabout MiG-17 monument,Banjarbaru,Kalimantan Selatan,Indonesia,,Asia,"Bundaran Landasan Ulin, road to Lanud Sjamsudin Noor, Kota Banjarbaru",,public,-3.4400,114.7400
Krisna Funtasticland Boeing 737 display,Buleleng,Bali,Indonesia,,Asia,"Krisna Funtasticland, Temukus, Banjar, Kabupaten Buleleng",,public,-8.1620,114.9800
Nyang Nyang clifftop Boeing 737,Badung,Bali,Indonesia,,Asia,"Above Pantai Nyang Nyang, Pecatu, Uluwatu, Kabupaten Badung",,restricted,-8.8300,115.0900
G88 Kerobokan DC-10 rooftop display,Badung,Bali,Indonesia,,Asia,"G88 Coworking Space (former Gate 88 Mall), Kerobokan, Kabupaten Badung",,public,-8.6720,115.1650
Jalan By Pass Ngurah Rai Boeing 737,Badung,Bali,Indonesia,,Asia,"Jl. By Pass Ngurah Rai, Kuta Selatan, Kabupaten Badung",,restricted,-8.7900,115.1800
