name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
AJA University of Command and Staff,Tehran,Tehran,Iran,,Asia,"Daneshgah-e Jang, Hor, District 11",,restricted,35.69122,51.38600
Abbas Babaei Mausoleum,Qazvin,Qazvin,Iran,,Asia,"Jomhouri Eslami Boulevard, Salamgah",,public,36.25635,49.99919
Ahvaz Fokker 50 Display,Ahvaz,Khuzestan,Iran,,Asia,Near Ahvaz International Airport,,restricted,31.35965,48.70205
Bandar Abbas F-86 Display,Bandar Abbas,Hormozgan,Iran,,Asia,"Manazel Sazmani Foroodgah, airport housing area",,restricted,27.21642,56.35838
Behesht-e Zahra F-5 Memorial,Tehran,Tehran,Iran,,Asia,"Shohada Boulevard, Behesht-e Zahra cemetery, Kahrizak",,public,35.53740,51.37019
Bushehr Parvaz Hotel F-86,Bushehr,Bushehr,Iran,,Asia,"Persian Gulf Boulevard, coastal Bushehr",,public,28.95282,50.81323
Bustan-e Besat DC-3 Memorial,Tehran,Tehran,Iran,,Asia,"Bustan-e Besat, Bagh Azari, District 16",,public,35.64861,51.42685
Chahar Zebar Helicopter Display,Chahar Zebar-e Olya,Kermanshah,Iran,,Asia,Chahar Zebar-e Olya,,restricted,34.21826,46.67786
Damghan F-5 Monument,Damghan,Semnan,Iran,,Asia,"Shahrak-e Golestan, Damghan",,public,36.14496,54.31567
Dezful Air Force Square,Dezful,Khuzestan,Iran,,Asia,Meydan-e Niruye Havayi,,public,32.42010,48.37349
Doshan Tappeh Air Base Gate Display,Tehran,Tehran,Iran,,Asia,"Doshan Tappeh Air Base, District 7",,restricted,35.70113,51.46378
Isfahan Air Base Hotel F-86,Isfahan,Isfahan,Iran,,Asia,"Hotel, 8th Fighter Air Base housing town",,restricted,32.77394,51.84539
Isfahan Air Base Housing F-86,Isfahan,Isfahan,Iran,,Asia,8th Fighter Air Base staff housing town,,restricted,32.72285,51.82855
Islamic Republic of Iran Air Force Museum,Tehran,Tehran,Iran,,Asia,"Niruye Havayi district, District 13, adjacent to IRIAF Headquarters",,restricted,35.70455,51.48042
Kavir-e Mahan Airplane Restaurant,Malekabad,Kerman,Iran,,Asia,"Malekabad, near Mahan",,public,30.52655,57.79326
Kermanshah F-4 Monument,Kermanshah,Kermanshah,Iran,,Asia,Kermanshah city,,public,34.29625,47.03861
Kish Island Mall Aircraft Display,Kish,Hormozgan,Iran,,Asia,"Shopping centre, Kish Island",,public,26.53661,54.02123
Kish Tu-154 Display,Kish,Hormozgan,Iran,,Asia,"Western Kish Island, roadside display",,public,26.53004,53.90973
Lavasan Boeing 727,Lavasan,Tehran,Iran,,Asia,"Imam Khomeini Boulevard, Lavasan",,public,35.81333,51.60054
Mahabad F-4 Monument,Mahabad,West Azerbaijan,Iran,,Asia,"Urmia-Mahabad road, Kuy-e Hazhar",,public,36.79174,45.73902
Manzariyeh F-5 Display,Manzariyeh,Qom,Iran,,Asia,"Manzariyeh, Qomrud district",,restricted,34.96474,50.82819
Martyr Ardestani Square Pishva,Pishva,Tehran,Iran,,Asia,Meydan-e Shahid Ardestani,,public,35.31609,51.71248
Martyr Sattari Square Qarchak,Qarchak,Tehran,Iran,,Asia,Meydan-e Shahid Sattari,,public,35.44877,51.56693
Mashhad Air Force Monument,Mashhad,Razavi Khorasan,Iran,,Asia,"Basij Highway service road, District 6",,public,36.25826,59.63832
Museum of the Islamic Revolution and Holy Defence,Tehran,Tehran,Iran,,Asia,"Arazi Abbas Abad, District 3",https://iranhdm.ir,public,35.75211,51.42679
Nojeh Air Base Gate Display,Kabudarahang,Hamadan,Iran,,Asia,"Shahid Nojeh Air Base (TFB 3), Kabudarahang",,restricted,35.19084,48.70796
Omidiyeh F-86 Monument,Omidiyeh,Khuzestan,Iran,,Asia,"Roundabout, Hoseyniyeh-ye Olya, Ramshir district",,public,30.94773,49.44742
Pardis Technology Park Il-62,Pardis,Tehran,Iran,,Asia,"Noavari 8, Pardis Technology Park Phase 1",,appointment,35.73050,51.82441
Qazvin Beech 18 Display,Qazvin,Qazvin,Iran,,Asia,Near Qazvin airfield,,restricted,36.24917,50.03993
Qom Fokker F28 Display,Qom,Qom,Iran,,Asia,"Kenargozar-e Alghadir, Pardisan, District 8",,public,34.56352,50.78282
Sa'dabad Military Museum,Tehran,Tehran,Iran,,Asia,"Sa'dabad Palace Complex, Tajrish, Shemiranat",https://sadmu.ir,public,35.81536,51.42326
Shahid Sattari Aeronautical University,Tehran,Tehran,Iran,,Asia,"Daneshgah Havaie, Sar Asiab, District 9",,restricted,35.67436,51.33613
Shiraz Cessna 180 Display,Shiraz,Fars,Iran,,Asia,North-west Shiraz,,restricted,29.62394,52.49861
Shiraz F-86 Display,Shiraz,Fars,Iran,,Asia,North of Shiraz International Airport,,restricted,29.56314,52.59112
Tabriz F-5 Monument,Tabriz,East Azerbaijan,Iran,,Asia,Tabriz,,public,38.11812,46.26261
Tabriz F-86 Monument,Tabriz,East Azerbaijan,Iran,,Asia,Tabriz,,public,38.13541,46.24852
Tabriz Fokker 100 Display,Tabriz,East Azerbaijan,Iran,,Asia,Southern Tabriz,,restricted,38.04659,46.27996
Takestan F-5 Monument,Takestan,Qazvin,Iran,,Asia,"Takestan, Qazvin Province",,public,36.04873,49.67373
Tehran Aerospace Exhibition Center,Tehran,Tehran,Iran,,Asia,"Ekbatan / Hejazi Expressway, north side of Mehrabad airport",,public,35.71311,51.29311
Zahedan AVA-101 Display,Zahedan,Sistan and Baluchestan,Iran,,Asia,Zahedan,,restricted,29.47590,60.89669
