name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
Aberdeen Proving Ground,Aberdeen Proving Ground,Maryland,United States,21005,North America,Phillips Army Airfield,,restricted,39.483019,-76.142242
American Legion Post 93 -- Pocomoke City,Pocomoke City,Maryland,United States,21851,North America,US Route 13,,public,38.066639,-75.548106
Baltimore Museum of Industry,Baltimore,Maryland,United States,21230,North America,1415 Key Highway,https://www.thebmi.org,public,39.27394,-76.60092
College Park Aviation Museum,College Park,Maryland,United States,20740,North America,1985 Corporal Frank Scott Drive,https://www.pgparks.com/facilities/college-park-aviation-museum,public,38.97884,-76.92225
Constitution Park -- Cumberland,Cumberland,Maryland,United States,21502,North America,,,public,39.650031,-78.747539
Fort George G. Meade,Fort Meade,Maryland,United States,20755,North America,,,restricted,39.098608,-76.743269
Glenn L. Martin Maryland Aviation Museum,Middle River,Maryland,United States,21220,North America,701 Wilson Point Road Martin State Airport,https://www.mdairmuseum.org,public,39.32749,-76.42199
Hagerstown Aviation Museum,Hagerstown,Maryland,United States,21742,North America,18450 Showalter Road,https://hagerstownaviationmuseum.org,public,39.70672,-77.72469
Joint Base Andrews,Camp Springs,Maryland,United States,20762,North America,,https://www.jba.af.mil/,restricted,38.813630,-76.857700
Massey Air Museum,Massey,Maryland,United States,21650,North America,33541 Maryland Line Road,https://www.masseyaero.org,public,39.30267,-75.80144
NASA Goddard Space Flight Center Visitor Center,Greenbelt,Maryland,United States,20771,North America,9432 Greenbelt Road,https://www.nasa.gov/goddard/visitor-center,public,,
Naval Support Facility Indian Head,Indian Head,Maryland,United States,20640,North America,,,restricted,38.575494,-77.202633
Navy-Marine Corps Memorial Stadium -- Annapolis,Annapolis,Maryland,United States,21401,North America,550 Taylor Avenue,,public,38.983553,-76.506886
Patuxent River Naval Air Museum,Lexington Park,Maryland,United States,20653,North America,22156 Three Notch Road,https://paxmuseum.com,public,38.27634,-76.46325
United States Naval Academy,Annapolis,Maryland,United States,21402,North America,121 Blake Road,https://www.usna.edu/,public,38.987281,-76.493170
University of Maryland -- College Park,College Park,Maryland,United States,20742,North America,Department of Aerospace Engineering,https://aero.umd.edu/,public,38.993320,-76.939100
VFW Post 7472 -- Ellicott City,Ellicott City,Maryland,United States,21042,North America,,,public,39.255511,-76.814972
Vietnam Veterans of America Chapter 451 -- Dundalk,Dundalk,Maryland,United States,21222,North America,,,public,39.267542,-76.534939
Warfield Air National Guard Base,Middle River,Maryland,United States,21220,North America,Martin State Airport,https://www.175wg.ang.af.mil/,restricted,39.336122,-76.419197
Weide Army Heliport -- Edgewood,Edgewood,Maryland,United States,21010,North America,Aberdeen Proving Ground Edgewood Area,,restricted,39.392786,-76.294100
