name,level,lat,lon,matched
Complejo Museográfico Provincial Enrique Udaondo,address,-34.56337,-59.12205,"Lezica y Torrezuri, 917, 2 - Lezica y Torrezuri, Luján Centro, Luján, Partido de Luján, Buenos Aires, B6700ANU, Argentin"
Museo Histórico del Ejército Argentino,city,-34.63360,-58.54265,"Ciudadela, Partido de Tres de Febrero, Buenos Aires, Argentina"
"Museo Nacional de Malvinas, Oliva",city,-32.04249,-63.56702,"Oliva, Municipio de Oliva, Pedanía Zorros, Departamento Tercero Arriba, Córdoba, X5980, Argentina"
Museo Interfuerzas Estancia Santa Romana,city,-33.85866,-65.18234,"Justo Daract, Municipio de Justo Daract, General Pedernera, San Luis, D5738, Argentina"
Museo de la Industria Brigadier Mayor Juan Ignacio San Martín,city,-31.41669,-64.18342,"Córdoba, Municipio de Córdoba, Pedanía Capital, Departamento Capital, Córdoba, X5000, Argentina"
Museo Histórico de General Pacheco,city,-34.45372,-58.63511,"General Pacheco, Partido de Tigre, Buenos Aires, Argentina"
Museo Hangar Zero,address,-34.67712,-59.03679,"Aeródromo Ildefonso Domingo Durana, Ruta Provincial 6, Partido de General Rodríguez, Buenos Aires, B1749ASA, Argentina"
Museo Histórico Militar de San Rafael,city,-34.61260,-68.33051,"Distrito Ciudad de San Rafael, Departamento San Rafael, Mendoza, Argentina"
Museo Histórico Fuerte Independencia,address,-37.32057,-59.13083,"845, 4 de Abril, Cuatro Avenidas, Tandil, Partido de Tandil, Buenos Aires, B7000GKN, Argentina"
"Memorial Multiespacio Malvinas, Bariloche",city,-41.13348,-71.31015,"San Carlos de Bariloche, Municipio de San Carlos de Bariloche, Departamento Bariloche, Río Negro, 8400, Argentina"
Museo del Automóvil de Campana,city,-34.16366,-58.95868,"Campana, Partido de Campana, Buenos Aires, 2804, Argentina"
Aero Club Trelew,address,-43.29868,-65.27499,"Ruta Nacional 3, Chacra 75, Los Paraísos, Trelew, Municipio de Trelew, Departamento Rawson, Chubut, U9100, Argentina"
"CIATA Centro de Instrucción de Aeronavegantes y Técnicos Aeronáuticos, Morón",city,-34.65105,-58.62174,"Morón, Partido de Morón, Buenos Aires, Argentina"
"Museo Mouras Autos Históricos Campeones del TC, La Plata",city,-34.92068,-57.95376,"La Plata, Partido de La Plata, Buenos Aires, Argentina"
I Brigada Aérea El Palomar Gate Displays,city,-34.62252,-58.59557,"El Palomar, Partido de Morón, Buenos Aires, Argentina"
"Escuela Técnica N°4 I Brigada Aérea Prof. Laguarde, El Palomar",city,-34.62252,-58.59557,"El Palomar, Partido de Morón, Buenos Aires, Argentina"
III Brigada Aérea Reconquista Gate Displays,city,-29.14435,-59.64377,"Reconquista, Municipio de Reconquista, Departamento General Obligado, Santa Fe, S3560, Argentina"
"Pucará A-563 Access Roundabout Monument, Reconquista",city,-29.14435,-59.64377,"Reconquista, Municipio de Reconquista, Departamento General Obligado, Santa Fe, S3560, Argentina"
VII Brigada Aérea Moreno Gate Guards,city,-34.51191,-58.77768,"José C. Paz, Partido de José C. Paz, Buenos Aires, Argentina"
"Plaza Fuerza Aérea Argentina Fiat G.46 Monument, Comodoro Rivadavia",city,-45.86320,-67.47526,"Municipio de Comodoro Rivadavia, Departamento Escalante, Chubut, U9000, Argentina"
"Monumento al Piloto de Malvinas Mirage Mara, Río Gallegos",city,-51.62153,-69.21504,"Municipio de Río Gallegos, Güer Aike, Santa Cruz, Argentina"
"Dagger Rotonda de la Universidad Malvinas Monument, Las Higueras",city,-33.08978,-64.28545,"Las Higueras, Municipio de Las Higueras, Pedanía Río Cuarto, Departamento Río Cuarto, Córdoba, X5800, Argentina"
Área Material Quilmes Escuela Técnica N°7 Collection,city,-34.72444,-58.25882,"Quilmes, Partido de Quilmes, Buenos Aires, Argentina"
Base Aérea Militar Merlo Gate Guard,city,-34.66050,-58.73217,"Merlo, Partido de Merlo, Buenos Aires, Argentina"
"Quinta Municipal Gloster Meteor Monument, Merlo",address,-34.67674,-58.73072,"Parque Municipal Presidente Néstor Kirchner, 100, Los Vascos, Merlo, Partido de Merlo, Buenos Aires, 1722, Argentina"
Instituto de Formación Ezeiza A-4B Monument,city,-34.85489,-58.52584,"Ezeiza, Partido de Ezeiza, Buenos Aires, 1804, Argentina"
"Casino de Suboficiales FAA Gloster Meteor, Palermo",city,-34.60956,-58.38879,"Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, Argentina"
"Camping Club de Suboficiales FAA El Borbollón MS-760, Las Heras",city,-32.85033,-68.84063,"Distrito Ciudad de Las Heras, Departamento Las Heras, Mendoza, Argentina"
"PECIFAA Campsite MS-760 Monument, Las Heras",city,-32.85033,-68.84063,"Distrito Ciudad de Las Heras, Departamento Las Heras, Mendoza, Argentina"
Centro de Veteranos de Guerra Trelew P-3B Orion,city,-43.25312,-65.30944,"Trelew, Municipio de Trelew, Departamento Rawson, Chubut, U9100, Argentina"
Base Naval Puerto Belgrano Panther Gate Guard,city,-38.88047,-62.07440,"Punta Alta, Cuartel VI, Partido de Coronel de Marina Leonardo Rosales, Buenos Aires, Argentina"
Escuela de Suboficiales de la Armada Puerto Belgrano Instructional Aircraft,city,-38.88047,-62.07440,"Punta Alta, Cuartel VI, Partido de Coronel de Marina Leonardo Rosales, Buenos Aires, Argentina"
Campo de Mayo Army Aviation Displays,city,-34.53456,-58.65112,"Campo de Mayo, Partido de San Miguel, Buenos Aires, 1659, Argentina"
Escuela de Suboficiales Sargento Cabral Campo de Mayo Instructional Aircraft,city,-34.53456,-58.65112,"Campo de Mayo, Partido de San Miguel, Buenos Aires, 1659, Argentina"
"Gendarmería Nacional Agrupación Buenos Aires R-44 Display, Campo de Mayo",city,-34.53456,-58.65112,"Campo de Mayo, Partido de San Miguel, Buenos Aires, 1659, Argentina"
"Plaza Aviación de Ejército Puma and Mohawk Monument, Los Polvorines",city,-34.51064,-58.69907,"Los Polvorines, Partido de Malvinas Argentinas, Buenos Aires, Argentina"
Cenotafio de Malvinas Pilar Aircraft Memorials,city,-34.45709,-58.91416,"Pilar, Partido del Pilar, Buenos Aires, Argentina"
"Camping Municipal Gloster Meteor, Goya",address,-29.80746,-59.38829,"Camping Municipal Santa Rosa, Ruta Provincial 58, Fanegas, Municipio de San Isidro, Departamento Goya, Corrientes, Argen"
"Rotonda del Avión Gloster Meteor, Santa Rosa",city,-36.62035,-64.29058,"Santa Rosa, Municipio de Santa Rosa, Departamento Capital, La Pampa, Argentina"
Aero Club Junín Gloster Meteor,city,-34.59344,-60.94617,"Junín, Partido de Junín, Buenos Aires, Argentina"
"Gloster Meteor Plaza, Loreto",address,-28.30115,-64.18404,"Loreto, Municipio de Loreto, Departamento Loreto, Santiago del Estero, G4208, Argentina"
Aero Club Chivilcoy Gloster Meteor Gate Guard,city,-34.89696,-60.01905,"Chivilcoy, Partido de Chivilcoy, Buenos Aires, Argentina"
"F-86F Sabre Monument, Gerli Lanús",address,-34.68556,-58.39805,"Avenida Remedios de Escalada de San Martín, Villa Spinola, Gerli, Partido de Lanús, Buenos Aires, 1822, Argentina"
"A-4 Skyhawk Monument Av. Aviador Origone, Villa Mercedes",city,-33.68664,-65.49543,"Villa Mercedes, Municipio de Villa Mercedes, General Pedernera, San Luis, D5730, Argentina"
"Parque Sur A-4M Skyhawk Malvinas Monument, Leones",city,-32.65958,-62.29702,"Municipio de Leones, Pedanía Espinillos, Departamento Marcos Juárez, Córdoba, X2580, Argentina"
"Ruta 3 A-4 Skyhawk Malvinas Monument, Puerto San Julián",address,-49.30255,-67.78485,"Ruta Nacional 3, Parque Industrial, Puerto San Julián, Magallanes, Santa Cruz, Z9310, Argentina"
"IMPSA A-4B Skyhawk Monument, Godoy Cruz",city,-32.92530,-68.84437,"Distrito Ciudad de Godoy Cruz, Departamento Godoy Cruz, Mendoza, M5501, Argentina"
"Aero Club Mar del Plata A-4Q Skyhawk Gate Guard, Batán",city,-38.00797,-57.71044,"Ciudad de Batán, Partido de General Pueyrredón, Buenos Aires, Argentina"
"Mirage IIICJ Plazoleta, Villa Lugano",city,-34.60956,-58.38879,"Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, Argentina"
"Mirage IIICJ Costanera Monument, San Lorenzo",address,-32.81743,-60.70290,"Avenida Costanera, Villa Margarita, Capitán Bermudez, Municipio de Capitán Bermudez, Gran Rosario, Departamento San Lore"
"Mirage Rotonda Volponi Monument, Tres Arroyos",city,-38.37700,-60.27557,"Tres Arroyos, Partido de Tres Arroyos, Buenos Aires, B7500, Argentina"
"Mirage IIICJ Plaza Monument, Villa Carlos Paz",city,-31.41838,-64.49370,"Villa Carlos Paz, Municipio de Villa Carlos Paz, Pedanía San Roque, Departamento Punilla, Córdoba, X5166, Argentina"
"Club Regatas El Torreón Mirage IIICJ, Maipú",city,-32.98462,-68.78820,"Departamento Maipú, Mendoza, Argentina"
"Plaza VI Brigada Aérea Mirage Monument, Tandil",city,-37.32829,-59.13570,"Tandil, Partido de Tandil, Buenos Aires, Argentina"
"Tierra de Héroes Mirage 5P Memorial, Luján de Cuyo",city,-33.03914,-68.87999,"Distrito Ciudad de Luján de Cuyo, Departamento Luján de Cuyo, Mendoza, Argentina"
"Mirage 5 Mara Malvinas Monument, Comandante Luis Piedra Buena",none,,,
"Mirage IIIEA García Cuerva Monument, Dolores",city,-36.31536,-57.67554,"Dolores, Partido de Dolores, Buenos Aires, B7100, Argentina"
"Mirage IIIEA Malvinas Monument, Villa Ramallo",city,-33.49848,-60.06479,"Villa Ramallo, Partido de Ramallo, Buenos Aires, 2914, Argentina"
"Dagger C-414 Avutardas Salvajes Monument, Río Grande",city,-53.78583,-67.70186,"Municipio de Río Grande, Departamento Río Grande, Tierra del Fuego, V9420, Argentina"
"Costanera Mirage Malvinas Monument, Puerto San Julián",address,-49.31075,-67.71736,"Restaurant Costanera, 25 de Mayo, Puerto San Julián, Magallanes, Santa Cruz, 9310, Argentina"
"Plazoleta Héroes de Malvinas Finger Monument, Rosario del Tala",city,-32.30082,-59.13889,"Rosario del Tala, Distrito Pueblo Segundo, Departamento Tala, Entre Ríos, E3174ZAA, Argentina"
"Pucará Museo Gustavo Miretti Monument, Ataliva",city,-30.99618,-61.43184,"Municipio de Ataliva, Departamento Castellanos, Santa Fe, 2307, Argentina"
"Pucará A-596 Barrio El Pueblito Monument, Salsipuedes",city,-31.13641,-64.29657,"Salsipuedes, Municipio de Salsipuedes, Pedanía Río Ceballos, Departamento Colón, Córdoba, X5111, Argentina"
"Pucará A-550 Monument, Pilar Córdoba",address,-31.68249,-63.88531,"Pilar, Bulevar General Paz, Pilar, Municipio de Pilar, Pedanía Pilar, Departamento Río Segundo, Córdoba, X5972, Argentin"
"Pucará Nivoli Monument, Río Tercero",address,-32.17161,-64.11052,"Río Tercero, Acuña, Barrio Norte, Río Tercero, Municipio de Río Tercero, Pedanía Salto, Departamento Tercero Arriba, Cór"
"MS-760 Paris Monument, Las Heras Mendoza",address,-32.88589,-68.84152,"Correo Argentino, Avenida Juan Gregorio de Las Heras, Ciudad de Mendoza, Sección 1ª Parque Central, Departamento Capital"
Aero Club San Justo MS-760 Paris,city,-30.78909,-60.59333,"San Justo, Municipio de San Justo, Departamento San Justo, Santa Fe, Argentina"
"Plaza del Aviador MS-760 Paris Monument, Catamarca",city,-28.46888,-65.77906,"San Fernando del Valle de Catamarca, Municipio de San Fernando del Valle de Catamarca, Departamento Capital, Catamarca, "
"Escuela Técnica N°3144 Capitán Lotufo Aircraft Collection, Salta",city,-24.78929,-65.41032,"Salta, Capital, Salta, Argentina"
"Beech Mentor E-022 Monument, La Cruz",address,-32.30707,-64.48417,"LA CRUZ, Jujuy, La Cruz, Municipio de La Cruz, Pedanía Cañada de Álvarez, Departamento Calamuchita, Córdoba, X5859, Arge"
Aeropuerto Sauce Viejo T-28 Trojan Monument,city,-31.77103,-60.83723,"Municipio de Sauce Viejo, Departamento La Capital, Santa Fe, 3017, Argentina"
Aero Club Comandante Luis Piedra Buena Beech C-45,none,,,
Aero Club Bell Ville Percival Prentice,city,-32.63007,-62.68888,"Municipio de Bell Ville, Pedanía Bell Ville, Departamento Unión, Córdoba, X2550, Argentina"
"IA-50 Guaraní Monument El Castillo, Crespo",city,-32.03078,-60.30625,"Crespo, Distrito Espinillo, Departamento Paraná, Entre Ríos, Argentina"
Aero Club San Francisco IA-50 Guaraní Gate Guard,city,-31.42498,-62.08403,"San Francisco, Municipio de San Francisco, Pedanía Juárez Celman, Departamento San Justo, Córdoba, X2400, Argentina"
