name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
Mid-Atlantic Air Museum,Reading,Pennsylvania,United States,19605,North America,11 Museum Drive (Reading Regional Airport),https://www.maam.org/,public,40.378500,-75.965300
American Helicopter Museum & Education Center,West Chester,Pennsylvania,United States,19380,North America,1220 American Boulevard (Brandywine Airport),https://americanhelicopter.museum/,public,39.992000,-75.579000
Air Heritage Aviation Museum,Beaver Falls,Pennsylvania,United States,15010,North America,35 Piper Street (Beaver County Airport),https://airheritage.org/,public,40.777100,-80.390400
Harold F. Pitcairn Wings of Freedom Aviation Museum,Horsham,Pennsylvania,United States,19044,North America,1155 Easton Road (former NAS JRB Willow Grove),https://wingsoffreedommuseum.org/,public,40.203100,-75.145600
Piper Aviation Museum,Lock Haven,Pennsylvania,United States,17745,North America,1 Piper Way,https://www.pipermuseum.com/,public,41.135600,-77.421900
Golden Age Air Museum,Bethel,Pennsylvania,United States,19507,North America,371 Airport Road (Grimes Airfield),https://goldenageair.org/,public,40.454200,-76.310300
Eagles Mere Air Museum,Laporte,Pennsylvania,United States,18626,North America,148 Airport Road,https://eaglesmereairmuseum.org/,public,41.416700,-76.533500
The Franklin Institute,Philadelphia,Pennsylvania,United States,19103,North America,222 North 20th Street,https://www.fi.edu/,public,39.958100,-75.173100
The State Museum of Pennsylvania,Harrisburg,Pennsylvania,United States,17120,North America,300 North Street,https://www.statemuseumpa.org/,public,40.264800,-76.883700
KLBE Air Museum -- Latrobe,Latrobe,Pennsylvania,United States,15650,North America,148 Aviation Lane (Arnold Palmer Regional Airport),https://www.palmerairport.com/,public,40.275900,-79.404800
U.S. Army Heritage and Education Center -- Carlisle,Carlisle,Pennsylvania,United States,17013,North America,950 Soldiers Drive,https://ahec.armywarcollege.edu/,public,40.204980,-77.157372
Pennsylvania National Guard Military Museum -- Fort Indiantown Gap,Annville,Pennsylvania,United States,17003,North America,Fisher Avenue Fort Indiantown Gap,https://www.pngmilitarymuseum.org/,public,40.431970,-76.568820
171st Air Refueling Wing Heritage Display -- Pittsburgh,Coraopolis,Pennsylvania,United States,15108,North America,2475 Defense Avenue Pittsburgh IAP Air National Guard Base,https://www.171arw.ang.af.mil/,restricted,40.491700,-80.234600
VFW Post 7293 -- Whitehall,Whitehall,Pennsylvania,United States,18052,North America,5209 Spring Mill Road,,public,40.6864444,-75.5192583
VFW Post 8896 Richard J. Gross Post -- East Berlin,East Berlin,Pennsylvania,United States,17316,North America,East Locust Street,,public,39.9362638,-76.9777416
VFW Post 813 -- DuBois,DuBois,Pennsylvania,United States,15801,North America,DuBois Street Sandy Township,,public,41.1248361,-78.7667861
VFW Post 7714 -- Imperial,Imperial,Pennsylvania,United States,15071,North America,7977 Steubenville Pike,,public,40.4415111,-80.2366750
VFW Post 781 -- North Huntingdon,North Huntingdon,Pennsylvania,United States,15642,North America,198 Billott Avenue,,public,40.3258694,-79.7190888
VFW Post 8168 -- Midland,Midland,Pennsylvania,United States,15059,North America,702 Midland Avenue,,public,40.6376194,-80.4541611
VFW Post 8106 -- New Galilee,New Galilee,Pennsylvania,United States,16141,North America,118 Madison Street,,public,40.8353555,-80.4017333
VFW Post 92 -- New Kensington,New Kensington,Pennsylvania,United States,15068,North America,1601 Wildlife Lodge Road Lower Burrell,,public,40.5778944,-79.7116333
VFW Post 6615 -- White Haven,White Haven,Pennsylvania,United States,18661,North America,98 Quarry Road Foster Township,,public,41.0421027,-75.7800527
VFW Post 1568 -- Towanda,Towanda,Pennsylvania,United States,18848,North America,Bridge Street Hill Road Wysox,,public,41.7570861,-76.4512750
American Legion Post 460 -- Beaverdale,Beaverdale,Pennsylvania,United States,15921,North America,400 Cedar Street,,public,40.3210833,-78.6969500
American Legion Post 506 American Legion Park -- Carrolltown,Carrolltown,Pennsylvania,United States,15722,North America,327 North Main Street,,public,40.6113416,-78.7091138
American Legion Post 712 -- Pleasant Hills,Pleasant Hills,Pennsylvania,United States,15236,North America,592 Old Clairton Road,,public,40.3244305,-79.9576694
American Legion Post 940 -- West Brownsville,West Brownsville,Pennsylvania,United States,15417,North America,857 Middle Street,,public,40.0336722,-79.8794805
American Legion Post 257 -- Stoystown,Stoystown,Pennsylvania,United States,15563,North America,429 North Club Road Quemahoning Township,,public,40.0955888,-78.9460250
American Legion Post 36 -- Jersey Shore,Jersey Shore,Pennsylvania,United States,17740,North America,Seminary Street,,public,41.2039972,-77.2569972
American Legion Post 139 -- Milford,Milford,Pennsylvania,United States,18337,North America,12 Christian Hill Road Dingman Township,,public,41.3233805,-74.8174888
American Legion Post 957 -- New Berlin,New Berlin,Pennsylvania,United States,17855,North America,Water Street,,public,40.8766111,-76.9829694
Vietnam Veterans of America Chapter 29 Joseph C. Cappella Memorial Park -- Port Carbon,Port Carbon,Pennsylvania,United States,17965,North America,5th Street,,public,40.7040555,-76.1630805
