name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
Royal Malaysian Air Force Museum,Seremban,Negeri Sembilan,Malaysia,71950,Asia,"RMAF Sendayan Air Base, Bandar Baru Sendayan",https://www.airforce.mil.my/,restricted,2.6853,101.8440
Malaysian Army Museum,Port Dickson,Negeri Sembilan,Malaysia,71050,Asia,"Kem Sri Rusa, Jalan Sungai Menyala",https://www.jmm.gov.my/en/muzium-tentera-darat,public,2.4968,101.8481
Royal Malaysian Navy Museum,Melaka,Melaka,Malaysia,75000,Asia,"Jalan Tun Khalil Yaakob, Bandar Hilir",,public,2.1914,102.2467
Lang Rajawali Twin Pioneer Monument,Melaka,Melaka,Malaysia,75000,Asia,"Bandar Hilir museum precinct, off Jalan Merdeka",,public,2.1914,102.2487
Kuala Kangsar Skyhawk Monument,Kuala Kangsar,Perak,Malaysia,33000,Asia,"Laman Pahlawan, Bukit Chandan",,public,4.7720,100.9418
Perak Museum,Taiping,Perak,Malaysia,34000,Asia,Jalan Taming Sari,,public,4.8601,100.7452
National Museum of Malaysia,Kuala Lumpur,Kuala Lumpur,Malaysia,50566,Asia,Jalan Damansara,https://www.muziumnegara.gov.my/,public,3.1375,101.6879
Royal Malaysian Police Museum,Kuala Lumpur,Kuala Lumpur,Malaysia,50480,Asia,5 Jalan Perdana,https://www.jmm.gov.my/en/royal-malaysian-police-museum,public,3.1406,101.6889
National Heroes Square Putrajaya,Putrajaya,Putrajaya,Malaysia,62000,Asia,"Dataran Pahlawan Negara, Presint 1",,public,2.9402,101.7057
RMAF Kuantan Air Base Aircraft Display,Kuantan,Pahang,Malaysia,26070,Asia,Bandar Baru Jaya Gading,,restricted,3.7597,103.2051
Joint Force Headquarters Kuantan MiG-29N Monument,Kuantan,Pahang,Malaysia,,Asia,Sungai Panching,,restricted,3.8930,103.1668
RMAF Kuching Air Base Gate Guards,Kuching,Sarawak,Malaysia,93722,Asia,Kuching International Airport,,restricted,1.4846,110.3506
Sri Aman Old Airport Aircraft Monument,Sri Aman,Sarawak,Malaysia,95000,Asia,"Jalan Lapangan Terbang Lama, Simanggang",,public,1.2216,111.4643
Ayer Keroh Aeroplane Monument,Ayer Keroh,Melaka,Malaysia,75450,Asia,Lebuh Ayer Keroh,,public,2.2275,102.2662
Seri Kembangan Aircraft Display,Seri Kembangan,Selangor,Malaysia,43300,Asia,Lebuhraya Sungai Besi near Plaza Tol Mines Selatan,,public,3.0449,101.7088
