name,city,state_province,country,postal_code,region,address,website,access_type,latitude,longitude
Harold Warp Pioneer Village,Minden,Nebraska,United States,68959,North America,138 East US Highway 6,https://pioneervillage.com/,public,40.5035,-98.9511
Nebraska Vietnam Veterans Memorial,Papillion,Nebraska,United States,68046,North America,11695 South 108th Street,https://www.nvvmf.org/,public,41.1370,-96.0800
Nebraska Air National Guard 155th ARW Air Park,Lincoln,Nebraska,United States,68524,North America,Lincoln Airport,https://www.155arw.ang.af.mil/,restricted,40.8417,-96.7552
Zorinsky Memorial Air Park,Bellevue,Nebraska,United States,68113,North America,Offutt Air Force Base,https://www.offutt.af.mil/,restricted,41.1352,-95.9248
Heartland Museum of Military Vehicles,Lexington,Nebraska,United States,68850,North America,606 Heartland Road,https://www.heartlandmuseum.com/,public,40.7425,-99.7371
Hall County Veterans Memorial Park,Grand Island,Nebraska,United States,68803,North America,1914 West Capital Avenue,,public,40.9474,-98.3598
Seward Municipal Airport,Seward,Nebraska,United States,68434,North America,Seward Municipal Airport,,public,40.8635,-97.1059
Hastings Municipal Airport,Hastings,Nebraska,United States,68901,North America,Hastings Municipal Airport,,public,40.5976,-98.4274
McCook Army Air Base Historical Society,McCook,Nebraska,United States,69001,North America,McCook Regional Airport,,public,40.2081,-100.5967
Beatrice Municipal Airport,Beatrice,Nebraska,United States,,North America,Beatrice Municipal Airport,,public,40.2999,-96.7476
Fairbury Municipal Airport,Fairbury,Nebraska,United States,68352,North America,Fairbury Municipal Airport,,public,40.1770,-97.1653
Franklin T-33 Display,Franklin,Nebraska,United States,68939,North America,Franklin,,public,40.1014,-98.9526
Aurora Municipal Airport,Aurora,Nebraska,United States,68818,North America,Aurora Municipal Airport,,public,40.8933,-97.9964
Crete Municipal Airport,Crete,Nebraska,United States,68333,North America,Crete Municipal Airport,,public,40.6237,-96.9274
American Legion Post 125,David City,Nebraska,United States,68632,North America,David City Municipal Airport,,public,41.2327,-97.1258
Creighton F-84 Display,Creighton,Nebraska,United States,68729,North America,Creighton,,public,42.4664,-97.9116
Neligh RF-84 Display,Neligh,Nebraska,United States,68756,North America,Neligh,,public,42.1256,-98.0281
VFW Post 2503,Omaha,Nebraska,United States,68134,North America,Omaha,,public,41.3111,-96.0501
Valley City Park,Valley,Nebraska,United States,68064,North America,Valley City Park,,public,41.3122,-96.3508
York Municipal Airport,York,Nebraska,United States,68467,North America,York Municipal Airport,,public,40.8874,-97.6258
American Legion Post 299,Spalding,Nebraska,United States,68665,North America,Spalding,,public,41.6851,-98.3587
American Legion Post 307,South Sioux City,Nebraska,United States,68776,North America,Martin Field,,public,42.4504,-96.4693
American Legion Post 34,Gordon,Nebraska,United States,69343,North America,Gordon,,public,42.7998,-102.2016
American Legion Post 81,Wakefield,Nebraska,United States,68784,North America,Wakefield,,public,42.2697,-96.8647
Freedom Park,Omaha,Nebraska,United States,68110,North America,2497 Freedom Park Road,https://parks.cityofomaha.org/freedom-park/,public,41.2770,-95.9010
